"db","finaltax","species","genus","family","order","class","phylum","kingdom"
"ncbi","Velarifictorus",NA,"Velarifictorus","Gryllidae","Orthoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Velarifictorus micado","Velarifictorus micado","Velarifictorus","Gryllidae","Orthoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Vespula flavopilosa","Vespula flavopilosa","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Vespula maculifrons","Vespula maculifrons","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Vespula squamosa","Vespula squamosa","Vespula","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Vulpes vulpes","Vulpes vulpes","Vulpes","Canidae","Carnivora","Mammalia","Chordata","Metazoa"
"ncbi","Winthemia rufopicta","Winthemia rufopicta","Winthemia","Tachinidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Xanthocaecilius sommermanae","Xanthocaecilius sommermanae","Xanthocaecilius","Caeciliusidae","Psocoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Xantholinus linearis","Xantholinus linearis","Xantholinus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Xestia",NA,"Xestia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Xyleborus",NA,"Xyleborus","Curculionidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Xyleninae",NA,NA,"Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Xylosciara",NA,"Xylosciara","Sciaridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Yunohamella lyrica","Yunohamella lyrica","Yunohamella","Theridiidae","Araneae","Arachnida","Arthropoda","Metazoa"
"ncbi","Zale lunata","Zale lunata","Zale","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Zanclognatha laevigata","Zanclognatha laevigata","Zanclognatha","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Zaphne implicata","Zaphne implicata","Zaphne","Anthomyiidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Zelus luridus","Zelus luridus","Zelus","Reduviidae","Hemiptera","Insecta","Arthropoda","Metazoa"
"ncbi","Zeugomantispa minuta","Zeugomantispa minuta","Zeugomantispa","Mantispidae","Neuroptera","Insecta","Arthropoda","Metazoa"
"ncbi","Zygoneura sciarina","Zygoneura sciarina","Zygoneura","Sciaridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Nanorchestidae",NA,NA,"Nanorchestidae","Sarcoptiformes","Arachnida","Arthropoda","Metazoa"
"ncbi","Blarina brevicauda","Blarina brevicauda","Blarina","Soricidae","Eulipotyphla","Mammalia","Chordata","Metazoa"
"ncbi","Alluaudomyia",NA,"Alluaudomyia","Ceratopogonidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Diptera",NA,NA,NA,"Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Arachnida",NA,NA,NA,NA,"Arachnida","Arthropoda","Metazoa"
"ncbi","Araneae",NA,NA,NA,"Araneae","Arachnida","Arthropoda","Metazoa"
"ncbi","Araneomorphae",NA,NA,NA,"Araneae","Arachnida","Arthropoda","Metazoa"
"ncbi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","Fungi"
"ncbi","Balaustium",NA,"Balaustium","Erythraeidae","Trombidiformes","Arachnida","Arthropoda","Metazoa"
"ncbi","Basidiomycota",NA,NA,NA,NA,NA,"Basidiomycota","Fungi"
"ncbi","Bilateria",NA,NA,NA,NA,NA,NA,"Metazoa"
"ncbi","Cepaea nemoralis","Cepaea nemoralis","Cepaea","Helicidae","Stylommatophora","Gastropoda","Mollusca","Metazoa"
"ncbi","Cladonia",NA,"Cladonia","Cladoniaceae","Lecanorales","Lecanoromycetes","Ascomycota","Fungi"
"ncbi","Corvidae",NA,NA,"Corvidae","Passeriformes","Aves","Chordata","Metazoa"
"ncbi","Cyclops",NA,"Cyclops","Cyclopidae","Cyclopoida","Hexanauplia","Arthropoda","Metazoa"
"ncbi","Deroceras",NA,"Deroceras","Agriolimacidae","Stylommatophora","Gastropoda","Mollusca","Metazoa"
"ncbi","Hemidactylium scutatum","Hemidactylium scutatum","Hemidactylium","Plethodontidae","Caudata","Amphibia","Chordata","Metazoa"
"ncbi","Ilyodrilus templetoni","Ilyodrilus templetoni","Ilyodrilus","Naididae","Tubificida","Clitellata","Annelida","Metazoa"
"ncbi","Liposcelis paeta","Liposcelis paeta","Liposcelis","Liposcelididae","Psocoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Malawimonadida",NA,NA,NA,"Malawimonadida",NA,NA,NA
"ncbi","Mesostigmata",NA,NA,NA,"Mesostigmata","Arachnida","Arthropoda","Metazoa"
"ncbi","Oomycota",NA,NA,NA,NA,NA,"Oomycota",NA
"ncbi","Oribatula sakamorii","Oribatula sakamorii","Oribatula","Oribatulidae","Sarcoptiformes","Arachnida","Arthropoda","Metazoa"
"ncbi","Philomycidae",NA,NA,"Philomycidae","Stylommatophora","Gastropoda","Mollusca","Metazoa"
"ncbi","Philotarsus",NA,"Philotarsus","Philotarsidae","Psocoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Phytoptus hedericola","Phytoptus hedericola","Phytoptus","Phytoptidae","Trombidiformes","Arachnida","Arthropoda","Metazoa"
"ncbi","Plethodon cinereus","Plethodon cinereus","Plethodon","Plethodontidae","Caudata","Amphibia","Chordata","Metazoa"
"ncbi","Rotifera",NA,NA,NA,NA,NA,"Rotifera","Metazoa"
"ncbi","Schistocerca lineata","Schistocerca lineata","Schistocerca","Acrididae","Orthoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Tardigrada",NA,NA,NA,NA,NA,"Tardigrada","Metazoa"
"ncbi","Trombidiformes",NA,NA,NA,"Trombidiformes","Arachnida","Arthropoda","Metazoa"
"ncbi","Atherigona",NA,"Atherigona","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cerodontha",NA,"Cerodontha","Agromyzidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Hydrelia",NA,"Hydrelia","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Lygephila dorsigera","Lygephila dorsigera","Lygephila","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Meromyza",NA,"Meromyza","Chloropidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Paralimna",NA,"Paralimna","Ephydridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Peckia",NA,"Peckia","Sarcophagidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Phanaeus",NA,"Phanaeus","Scarabaeidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Rusticoclytus",NA,"Rusticoclytus","Cerambycidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Schoettella",NA,"Schoettella","Hypogastruridae","Poduromorpha","Collembola","Arthropoda","Metazoa"
"ncbi","Scolothrips takahashii","Scolothrips takahashii","Scolothrips","Thripidae","Thysanoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Serratella",NA,"Serratella","Ephemerellidae","Ephemeroptera","Insecta","Arthropoda","Metazoa"
"ncbi","Sitona",NA,"Sitona","Curculionidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Xylosciara",NA,"Xylosciara","Sciaridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Heterocaecilius",NA,"Heterocaecilius","Pseudocaeciliidae","Psocoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Stilbus",NA,"Stilbus","Phalacridae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Thecturota",NA,"Thecturota","Staphylinidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Paralimna concors","Paralimna concors","Paralimna","Ephydridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Lepidoptera",NA,NA,NA,"Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cerodontha fulvipes","Cerodontha fulvipes","Cerodontha","Agromyzidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Serratella ignita","Serratella ignita","Serratella","Ephemerellidae","Ephemeroptera","Insecta","Arthropoda","Metazoa"
"ncbi","Sitona obsoletus","Sitona obsoletus","Sitona","Curculionidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Sarcophagidae",NA,NA,"Sarcophagidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Barypeithes araneiformis","Barypeithes araneiformis","Barypeithes","Curculionidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Xylosciara inornata","Xylosciara inornata","Xylosciara","Sciaridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Rusticoclytus rusticus","Rusticoclytus rusticus","Rusticoclytus","Cerambycidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Oryctes rhinoceros","Oryctes rhinoceros","Oryctes","Scarabaeidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Schoettella ununguiculata","Schoettella ununguiculata","Schoettella","Hypogastruridae","Poduromorpha","Collembola","Arthropoda","Metazoa"
"ncbi","Thecturota marchii","Thecturota marchii","Thecturota","Staphylinidae","Coleoptera","Insecta","Arthropoda","Metazoa"
